Reading /home/ssamal/workspace/conexpng/codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:8
	Completed reading 990 records
No of Objects: 1000
No of attributes: 64
No of concepts: 2080
Read time: 15119ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o1.0_336       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [1.0] _/
o1.0_577      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [1.0] _/
o1.0_334       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [1.0]
o1.0_575      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [1.0]
o4.0_173       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [4.0]
o6.0_359      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [6.0]
o4.0_171      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [4.0]
o8.0_533      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [8.0]
o8.0_542      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [8.0]
  o7.0_4      {136}    [[0.07, 0.10, 0.11, 0.11, 0.10, 0.05, 0.12, 0.11, 0.10, 0.08]]    [[6.0]]      [7.0]
o6.0_361      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [6.0]
  o7.0_2      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [7.0]
  o7.0_8      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [7.0]
  o7.0_6      {136}    [[0.07, 0.10, 0.11, 0.11, 0.10, 0.05, 0.12, 0.11, 0.10, 0.08]]    [[6.0]]      [7.0]
o8.0_308      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [8.0]
o8.0_306      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [8.0]
o8.0_788       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [8.0]
o8.0_786      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [8.0]
o8.0_544       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [8.0]
o3.0_898      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [3.0]
o5.0_825      {140}    [[0.15, 0.12, 0.12, 0.07, 0.10, 0.10, 0.10, 0.05, 0.08, 0.08]]    [[0.0]]      [5.0]
 o2.0_10      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [2.0]
 o2.0_12      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [2.0]
o5.0_823      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [5.0]
o5.0_841      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [5.0]
o8.0_759      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [8.0]
o4.0_199      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o3.0_616      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [3.0]
o3.0_614      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o8.0_761       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [8.0]
o6.0_382      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [6.0]
 o7.0_99      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [7.0]
 o7.0_98      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [7.0]
o1.0_126      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o5.0_839      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [5.0]
o6.0_384      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [6.0]
o1.0_128      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [1.0] _/
o4.0_183      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o4.0_186      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [4.0]
o4.0_185      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [4.0]
o8.0_525      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [8.0]
o3.0_629      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [3.0]
o8.0_523      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [8.0]
o4.0_188      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [4.0]
o3.0_627      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [3.0]
o1.0_371       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [1.0]
o8.0_531      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [8.0]
o3.0_876      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [3.0]
o3.0_633      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [3.0]
o3.0_874      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [3.0]
o1.0_376       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [1.0]
o3.0_631      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [3.0]
o1.0_134      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [1.0]
o1.0_374      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [1.0]
o1.0_373      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [1.0]
o1.0_136      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [1.0]
o5.0_843      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [5.0]
o6.0_398      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [6.0]
o5.0_845      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [5.0]
o6.0_399      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [6.0]
o4.0_131      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [4.0]
o4.0_130      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [4.0]
o6.0_799      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [6.0]
o0.0_601      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [0.0]
o8.0_338       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [8.0]
o4.0_138      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [4.0]
o4.0_133      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [4.0]
o4.0_132      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [4.0]
o8.0_344      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [8.0]
o8.0_342      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [8.0]
o8.0_340      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [8.0]
o6.0_562       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [6.0]
o2.0_194      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [2.0]
o2.0_196      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [2.0]
o6.0_564      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [6.0]
o6.0_569      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [6.0]
o0.0_855      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [0.0]
o0.0_857      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [0.0]
o6.0_567      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [6.0]
o0.0_851       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o0.0_853      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [0.0]
o4.0_125      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [4.0]
o3.0_849       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o3.0_847      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [3.0]
o4.0_123      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [4.0]
o8.0_355      {136}    [[0.11, 0.11, 0.10, 0.10, 0.14, 0.03, 0.12, 0.06, 0.08, 0.11]]    [[4.0]]      [8.0]
o6.0_573      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [6.0]
o6.0_571      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [6.0]
o4.0_394      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [4.0] _/
o4.0_396      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [4.0]
o6.0_588       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [6.0]
o6.0_586       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o4.0_140      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o0.0_877      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [0.0]
o6.0_108      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [6.0]
o0.0_878      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [0.0]
o6.0_106       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [6.0]
o0.0_875      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [0.0]
o4.0_148       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [4.0]
o4.0_389      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [4.0]
o4.0_146       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [4.0]
o4.0_387      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o3.0_832      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [3.0]
o3.0_830      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [3.0] _/
o6.0_594      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [6.0]
o1.0_179      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [1.0]
o6.0_596      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [6.0]
o2.0_827      {140}    [[0.15, 0.12, 0.12, 0.07, 0.10, 0.10, 0.10, 0.05, 0.08, 0.08]]    [[0.0]]      [2.0]
o2.0_829      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [2.0]
o1.0_181      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o8.0_139      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [8.0]
o8.0_385      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o7.0_175       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [7.0]
o8.0_144       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [8.0]
o8.0_383      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [8.0]
o8.0_141      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o7.0_177      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [7.0]
o8.0_142      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o2.0_834      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [2.0] _/
o7.0_162      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [7.0]
o7.0_164       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [7.0]
 o1.0_11      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
o8.0_119      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [8.0]
 o1.0_13      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o8.0_117      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [8.0]
o2.0_806      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [2.0]
o8.0_357      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [8.0]
o2.0_808      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [2.0]
o8.0_115      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [8.0]
o9.0_129      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [9.0]
o8.0_124      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [8.0]
o8.0_121      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [8.0]
o8.0_122      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [8.0]
o2.0_810      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [2.0]
o7.0_155      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
o7.0_157      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [7.0]
o2.0_812       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o9.0_127      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [9.0] _/
o7.0_379       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o9.0_114      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [9.0]
o9.0_116      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [9.0] _/
o7.0_380      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [7.0] _/
o7.0_381      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [7.0] _/
 o1.0_31       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [1.0]
 o1.0_33      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
o9.0_150       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
 o1.0_35      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
 o1.0_37      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o9.0_152      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [9.0]
o8.0_189      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [8.0]
o8.0_187      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [8.0] _/
o9.0_388      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [9.0] _/
o9.0_147       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
o9.0_149       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
o5.0_197      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [5.0]
o5.0_192      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
 o1.0_42       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o9.0_386      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o5.0_190      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [5.0]
 o1.0_44       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [1.0]
o5.0_195      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
o6.0_176      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [6.0]
o8.0_193      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [8.0]
o6.0_174       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o8.0_191      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [8.0]
  o5.0_9      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
  o5.0_7      {136}    [[0.07, 0.10, 0.11, 0.11, 0.10, 0.05, 0.12, 0.11, 0.10, 0.08]]    [[6.0]]      [5.0]
o9.0_169      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [9.0]
o9.0_167       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o9.0_160      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [9.0]
o9.0_161      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [9.0]
o9.0_158      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [9.0]
o9.0_159      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [9.0]
o0.0_364      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [0.0] _/
o7.0_204      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [7.0]
o4.0_975      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [4.0]
