Reading /home/ssamal/workspace/conexpng/floating_codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:386
	Completed reading 490 records
No of Objects: 500
No of attributes: 64
No of concepts: 2080
Read time: 5848ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o4.0_183       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [4.0]
o4.0_185       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [4.0] _/
o8.0_405       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [8.0] _/
 o3.0_52       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [3.0]
 o6.0_53       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o6.0_150       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o6.0_390       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [6.0]
o6.0_270       {77}    [[0.05, 0.19, 0.00, 0.07, 0.14, 0.03, 0.15, 0.03, 0.06, 0.23]]    [[9.0]]      [6.0]
o1.0_259       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [1.0]
o1.0_257       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [1.0] _/
o4.0_492       {66}    [[0.12, 0.00, 0.13, 0.18, 0.12, 0.07, 0.16, 0.12, 0.01, 0.06]]    [[3.0]]      [4.0]
o4.0_250       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [4.0]
o4.0_494       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o6.0_439       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [6.0]
o4.0_378       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [4.0]
o8.0_218       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [8.0] _/
o8.0_334       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [8.0]
o8.0_102       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [8.0] _/
o8.0_462       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [8.0]
o8.0_463       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o8.0_342       {78}    [[0.02, 0.07, 0.08, 0.19, 0.11, 0.08, 0.00, 0.07, 0.19, 0.14]]    [[3.0]]      [8.0]
o8.0_460       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [8.0] _/
o1.0_264       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [1.0]
o1.0_384       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [1.0]
o2.0_192       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [2.0]
o6.0_203       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o4.0_481       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [4.0]
o8.0_349       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [8.0] _/
o8.0_107       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
o4.0_249       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o8.0_229       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [8.0]
o4.0_363       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [4.0]
o4.0_245       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [4.0]
o4.0_124       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [4.0]
o1.0_392       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
  o8.0_5       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o1.0_274       {76}    [[0.18, 0.15, 0.11, 0.09, 0.07, 0.17, 0.01, 0.06, 0.06, 0.05]]    [[0.0]]      [1.0]
o1.0_157       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
o2.0_187       {79}    [[0.02, 0.21, 0.15, 0.16, 0.06, 0.03, 0.07, 0.10, 0.06, 0.10]]    [[1.0]]      [2.0]
o4.0_272       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o4.0_395       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [4.0] _/
o4.0_158       {74}    [[0.04, 0.02, 0.02, 0.02, 0.17, 0.18, 0.10, 0.10, 0.18, 0.10]]    [[5.0]]      [4.0]
o1.0_282       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [1.0] _/
o1.0_165       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
o1.0_286       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [1.0]
o6.0_461       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [6.0]
o6.0_226       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [6.0]
o4.0_380       {72}    [[0.04, 0.02, 0.06, 0.02, 0.15, 0.11, 0.08, 0.13, 0.23, 0.11]]    [[8.0]]      [4.0]
 o3.0_93       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]    [[4.0]]      [3.0]
o8.0_327       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [8.0]
o1.0_170       {80}    [[0.05, 0.12, 0.07, 0.08, 0.18, 0.12, 0.10, 0.08, 0.08, 0.07]]    [[4.0]]      [1.0]
o4.0_386       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o8.0_205       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [8.0] _/
o8.0_445       {75}    [[0.16, 0.00, 0.09, 0.09, 0.20, 0.09, 0.05, 0.04, 0.18, 0.08]]    [[4.0]]      [8.0]
o8.0_212       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o8.0_330       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [8.0]
o1.0_172       {70}    [[0.04, 0.02, 0.14, 0.05, 0.17, 0.15, 0.10, 0.10, 0.11, 0.08]]    [[4.0]]      [1.0]
o1.0_171       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
o1.0_292       {72}    [[0.22, 0.22, 0.06, 0.06, 0.05, 0.02, 0.13, 0.12, 0.02, 0.04]]    [[0.0]]      [1.0]
o1.0_177       {77}    [[0.23, 0.09, 0.12, 0.10, 0.01, 0.10, 0.09, 0.11, 0.10, 0.01]]    [[0.0]]      [1.0]
o1.0_176       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [1.0]
o1.0_296       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [1.0]
o6.0_352       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [6.0]
o2.0_283       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [2.0]
o6.0_350       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [6.0] _/
o6.0_235       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [6.0]
o6.0_357       {80}    [[0.06, 0.11, 0.07, 0.06, 0.23, 0.08, 0.06, 0.01, 0.13, 0.15]]    [[4.0]]      [6.0]
o2.0_287       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [2.0]
o8.0_385       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [8.0]
o8.0_383       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
o8.0_142       {78}    [[0.02, 0.07, 0.08, 0.19, 0.11, 0.08, 0.00, 0.07, 0.19, 0.14]]    [[3.0]]      [8.0]
o7.0_178       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [7.0]
o9.0_467       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [9.0]
o9.0_105       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [9.0]
o1.0_186       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [1.0]
o9.0_341       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [9.0]
o8.0_149       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o8.0_147       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [8.0]
o8.0_398       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [8.0]
o9.0_459       {70}    [[0.15, 0.07, 0.08, 0.08, 0.24, 0.10, 0.11, 0.07, 0.01, 0.05]]    [[4.0]]      [9.0]
o8.0_154       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
o7.0_164       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [7.0]
o8.0_276       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [8.0] _/
o1.0_199       {67}    [[0.05, 0.05, 0.13, 0.11, 0.22, 0.02, 0.05, 0.19, 0.07, 0.04]]    [[4.0]]      [1.0]
o9.0_456       {77}    [[0.05, 0.19, 0.00, 0.07, 0.14, 0.03, 0.15, 0.03, 0.06, 0.23]]    [[9.0]]      [9.0] _/
o9.0_457       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [9.0]
 o4.0_84       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [4.0] _/
o9.0_374       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [9.0]
o9.0_254       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [9.0]
 o1.0_10       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
 o1.0_12       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
o8.0_123       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [8.0] _/
o7.0_152       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [7.0]
o7.0_156       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [7.0]
o8.0_125       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [8.0]
o8.0_255       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
 o1.0_17       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [1.0]
o8.0_130       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [8.0]
o9.0_476       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [9.0]
o8.0_251       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [8.0]
o9.0_114       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [9.0]
o8.0_370       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
o7.0_267       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [7.0]
o8.0_371       {73}    [[0.08, 0.05, 0.02, 0.05, 0.17, 0.05, 0.12, 0.05, 0.23, 0.13]]    [[8.0]]      [8.0] _/
 o3.0_46       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [3.0] _/
 o1.0_30       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [1.0]
o9.0_396       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [9.0]
o9.0_155       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [9.0]
 o6.0_64       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [6.0]
 o1.0_34       {68}    [[0.10, 0.20, 0.10, 0.19, 0.05, 0.05, 0.07, 0.02, 0.07, 0.10]]    [[1.0]]      [1.0] _/
 o6.0_65       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [6.0]
o9.0_273       {71}    [[0.05, 0.16, 0.08, 0.09, 0.11, 0.02, 0.07, 0.08, 0.12, 0.16]]    [[1.0]]      [9.0]
o9.0_148       {75}    [[0.18, 0.17, 0.04, 0.14, 0.04, 0.06, 0.02, 0.17, 0.08, 0.06]]    [[0.0]]      [9.0]
o9.0_269       {78}    [[0.02, 0.07, 0.08, 0.19, 0.11, 0.08, 0.00, 0.07, 0.19, 0.14]]    [[3.0]]      [9.0]
o6.0_163       {77}    [[0.05, 0.19, 0.00, 0.07, 0.14, 0.03, 0.15, 0.03, 0.06, 0.23]]    [[9.0]]      [6.0]
o9.0_266       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [9.0]
o9.0_382       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [9.0]
o5.0_193       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [5.0]
 o8.0_13       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [8.0]
o9.0_377       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [9.0]
o8.0_194       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [8.0]
 o8.0_15       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
o6.0_295       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [6.0]
o6.0_299       {66}    [[0.04, 0.10, 0.15, 0.16, 0.04, 0.12, 0.12, 0.06, 0.10, 0.07]]    [[3.0]]      [6.0]
 o8.0_19       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [8.0]
o6.0_179       {66}    [[0.10, 0.09, 0.12, 0.06, 0.16, 0.09, 0.21, 0.12, 0.00, 0.03]]    [[6.0]]      [6.0] _/
 o3.0_22       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [3.0] _/
 o3.0_27       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [3.0]
 o3.0_25       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [3.0]
  o5.0_8       {77}    [[0.06, 0.03, 0.10, 0.12, 0.10, 0.09, 0.07, 0.14, 0.12, 0.11]]    [[7.0]]      [5.0]
 o1.0_55       {60}    [[0.16, 0.08, 0.10, 0.18, 0.15, 0.10, 0.03, 0.10, 0.03, 0.05]]    [[3.0]]      [1.0]
 o6.0_88       {77}    [[0.10, 0.15, 0.07, 0.10, 0.15, 0.07, 0.07, 0.07, 0.10, 0.06]]    [[1.0]]      [6.0]
o9.0_174       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [9.0]
 o8.0_20       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o7.0_195       {66}    [[0.00, 0.01, 0.07, 0.12, 0.04, 0.15, 0.07, 0.24, 0.15, 0.12]]    [[7.0]]      [7.0] _/
 o1.0_49       {73}    [[0.05, 0.35, 0.04, 0.16, 0.08, 0.06, 0.09, 0.02, 0.05, 0.05]]    [[1.0]]      [1.0] _/
 o8.0_21       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [8.0] _/
o9.0_289       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [9.0]
o9.0_169       {62}    [[0.12, 0.08, 0.04, 0.14, 0.11, 0.14, 0.08, 0.06, 0.06, 0.12]]    [[3.0]]      [9.0]
o6.0_188       {77}    [[0.23, 0.09, 0.12, 0.10, 0.01, 0.10, 0.09, 0.11, 0.10, 0.01]]    [[0.0]]      [6.0]
o6.0_189       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o9.0_280       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [9.0]
o9.0_285       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [9.0]
 o1.0_63       {71}    [[0.11, 0.15, 0.15, 0.21, 0.07, 0.07, 0.07, 0.07, 0.02, 0.05]]    [[3.0]]      [1.0]
o9.0_160       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [9.0]
 o6.0_99       {57}    [[0.07, 0.05, 0.07, 0.15, 0.15, 0.10, 0.14, 0.03, 0.17, 0.03]]    [[8.0]]      [6.0]
 o8.0_32       {66}    [[0.24, 0.01, 0.15, 0.13, 0.04, 0.09, 0.10, 0.01, 0.07, 0.12]]    [[0.0]]      [8.0]
o6.0_191       {54}    [[0.14, 0.11, 0.05, 0.16, 0.18, 0.05, 0.11, 0.09, 0.03, 0.03]]    [[4.0]]      [6.0]
o8.0_298       {56}    [[0.10, 0.03, 0.07, 0.08, 0.17, 0.08, 0.07, 0.10, 0.14, 0.10]]    [[4.0]]      [8.0]
 o8.0_33       {67}    [[0.07, 0.04, 0.02, 0.16, 0.07, 0.16, 0.02, 0.05, 0.23, 0.11]]    [[8.0]]      [8.0] _/
  o5.0_3       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [5.0]
 o8.0_38       {63}    [[0.14, 0.00, 0.14, 0.03, 0.07, 0.11, 0.09, 0.12, 0.15, 0.11]]    [[8.0]]      [8.0] _/
o7.0_182       {54}    [[0.18, 0.00, 0.07, 0.14, 0.05, 0.03, 0.09, 0.22, 0.03, 0.14]]    [[7.0]]      [7.0] _/

Objects classified correctly: 117
Total objects: 500
Success: 23.4%
